bp_loc_id,count_id,town,description,temperature,sky,count_type,from_st_name,from_st_dir,to_st_name,to_st_dir,count_date,count_dow,cnt_0630,cnt_0645,cnt_0700,cnt_0715,cnt_0730,cnt_0745,cnt_0800,cnt_0815,cnt_0830,cnt_0845,cnt_0900,cnt_0915,cnt_0930,cnt_0945,cnt_1000,cnt_1015,cnt_1030,cnt_1045,cnt_1100,cnt_1115,cnt_1130,cnt_1145,cnt_1200,cnt_1215,cnt_1230,cnt_1245,cnt_1300,cnt_1315,cnt_1330,cnt_1345,cnt_1400,cnt_1415,cnt_1430,cnt_1445,cnt_1500,cnt_1515,cnt_1530,cnt_1545,cnt_1600,cnt_1615,cnt_1630,cnt_1645,cnt_1700,cnt_1715,cnt_1730,cnt_1745,cnt_1800,cnt_1815,cnt_1830,cnt_1845,cnt_1900,cnt_1915,cnt_1930,cnt_1945,cnt_2000,cnt_2015,cnt_2030,cnt_2045,cnt_total
20016,7001,Brookline,,56,3,B,Harvard St.,NB,Beacon St.,WB,3/5/1974,Tue,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
20016,7001,Brookline,,56,3,B,Harvard St.,NB,Harvard St.,NB,3/5/1974,Tue,0,0,1,1,0,2,0,0,1,1,1,0,2,0,1,4,0,0,0,0,0,0,2,0,0,0,1,3,2,2,1,2,1,1,2,4,1,0,3,5,6,4,6,8,4,6,2,2,5,1,0,0,0,0,0,0,0,0,88
20016,7001,Brookline,,56,3,B,Harvard St.,NB,Beacon St.,EB,3/5/1974,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,13
20016,7001,Brookline,,56,3,B,Beacon St.,EB,Harvard St.,SB,3/5/1974,Tue,0,0,1,0,2,1,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
20016,7001,Brookline,,56,3,B,Beacon St.,EB,Beacon St.,EB,3/5/1974,Tue,0,0,2,1,3,5,8,9,6,5,4,6,3,2,1,3,0,1,0,0,1,3,0,0,0,0,1,1,0,2,3,1,1,1,2,1,0,1,2,1,0,1,2,4,0,1,1,1,2,1,0,0,0,0,0,0,0,0,93
20016,7001,Brookline,,56,3,B,Beacon St.,EB,Harvard St.,NB,3/5/1974,Tue,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19
20016,7001,Brookline,,56,3,B,Beacon St.,WB,Harvard St.,NB,3/5/1974,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,11
20016,7001,Brookline,,56,3,B,Beacon St.,WB,Beacon St.,WB,3/5/1974,Tue,0,0,1,0,2,0,0,0,1,0,1,0,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,4,2,3,1,2,2,1,2,4,5,8,9,5,3,2,3,1,3,0,0,0,0,0,0,0,0,76
20016,7001,Brookline,,56,3,B,Beacon St.,WB,Harvard St.,SB,3/5/1974,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,19
20016,7001,Brookline,,56,3,B,Harvard St.,SB,Beacon St.,EB,3/5/1974,Tue,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
20016,7001,Brookline,,56,3,B,Harvard St.,SB,Harvard St.,SB,3/5/1974,Tue,0,0,1,2,4,2,4,3,2,3,1,4,1,1,0,2,1,0,0,0,2,1,0,0,0,0,3,1,2,2,0,1,2,1,1,1,2,3,0,1,2,3,4,1,2,3,5,6,1,1,0,0,0,0,0,0,0,0,82
20016,7001,Brookline,,56,3,B,Harvard St.,SB,Beacon St.,WB,3/5/1974,Tue,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,23
20016,7002,Brookline,,46,1,B,Harvard St.,NB,Beacon St.,WB,3/8/1974,Fri,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,2,3,1,1,0,1,2,1,3,1,1,1,2,0,3,2,1,1,0,1,2,0,0,0,5,3,2,1,2,3,0,0,0,0,0,0,52
20016,7002,Brookline,,46,1,B,Harvard St.,NB,Harvard St.,NB,3/8/1974,Fri,0,0,0,0,0,0,0,1,1,3,2,4,0,1,1,0,0,1,2,2,3,5,2,3,1,4,1,4,3,1,4,3,1,2,5,6,5,7,7,4,8,9,13,15,3,5,4,6,4,5,6,7,0,0,0,0,0,0,174
20016,7002,Brookline,,46,1,B,Harvard St.,NB,Beacon St.,EB,3/8/1974,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,3,2,3,1,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,28
20016,7002,Brookline,,46,1,B,Beacon St.,EB,Harvard St.,SB,3/8/1974,Fri,0,0,1,3,4,8,4,6,6,9,2,3,2,4,2,3,1,2,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,77
20016,7002,Brookline,,46,1,B,Beacon St.,EB,Beacon St.,EB,3/8/1974,Fri,0,0,3,4,7,9,11,9,12,13,8,9,5,8,3,5,4,6,3,7,4,2,3,4,3,5,1,3,4,5,2,1,2,4,3,1,2,2,3,4,1,1,1,1,2,4,1,3,2,3,2,3,0,0,0,0,0,0,208
20016,7002,Brookline,,46,1,B,Beacon St.,EB,Harvard St.,NB,3/8/1974,Fri,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,0,1,2,1,2,1,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,32
20016,7002,Brookline,,46,1,B,Beacon St.,WB,Harvard St.,NB,3/8/1974,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
20016,7002,Brookline,,46,1,B,Beacon St.,WB,Beacon St.,WB,3/8/1974,Fri,0,0,1,1,0,0,0,1,1,1,2,0,2,4,1,1,0,1,2,4,1,2,1,1,0,1,2,1,2,1,3,4,1,0,3,5,5,6,4,8,4,5,9,10,7,9,12,13,4,6,4,2,0,0,0,0,0,0,158
20016,7002,Brookline,,46,1,B,Beacon St.,WB,Harvard St.,SB,3/8/1974,Fri,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,2,1,0,0,1,1,2,0,0,0,1,3,2,1,2,2,3,5,1,0,2,0,2,3,1,0,1,1,3,4,1,3,4,2,0,0,0,0,0,0,61
20016,7002,Brookline,,46,1,B,Harvard St.,SB,Beacon St.,EB,3/8/1974,Fri,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,1,1,0,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
20016,7002,Brookline,,46,1,B,Harvard St.,SB,Harvard St.,SB,3/8/1974,Fri,0,0,1,3,9,10,5,6,4,6,1,2,1,1,2,3,1,1,2,0,2,0,1,3,2,1,3,1,1,0,2,2,1,0,3,5,2,3,1,3,2,0,3,4,3,5,2,3,8,4,3,1,0,0,0,0,0,0,132
20016,7002,Brookline,,46,1,B,Harvard St.,SB,Beacon St.,WB,3/8/1974,Fri,0,0,0,0,2,2,1,1,0,1,1,0,0,0,2,1,1,1,0,0,1,0,1,0,1,1,3,4,2,1,1,0,1,0,1,0,3,1,1,0,2,0,1,0,2,3,0,0,2,2,1,0,0,0,0,0,0,0,48
20014,7003,Boston,,54,3,B,Comm Ave.,WB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,6,10,1,5,5,7,10,9,15,10,17,21,20,19,25,21,18,16,0,0,0,0,0,0,0,0,0,0,0,0,256
20014,7003,Boston,,54,3,B,Comm Ave.,WB,Essex St.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,4,3,1,1,1,0,1,0,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,30
20014,7003,Boston,,54,3,B,Comm Ave.,WB,BU Br.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,9,6,6,8,7,5,3,5,13,8,14,12,16,15,19,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,195
20014,7003,Boston,,54,3,B,Essex St.,NB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
20014,7003,Boston,,54,3,B,Essex St.,NB,BU Br.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,4,2,0,1,3,3,1,4,7,4,5,5,5,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,65
20014,7003,Boston,,54,3,B,Essex St.,NB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
20014,7003,Boston,,54,3,B,BU Br.,SB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,1,2,0,2,1,3,2,1,0,0,2,1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36
20014,7003,Boston,,54,3,B,BU Br.,SB,Essex St.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,2,1,3,2,3,7,2,3,3,5,7,8,11,12,7,0,0,0,0,0,0,0,0,0,0,0,0,87
20014,7003,Boston,,54,3,B,BU Br.,SB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,4,8,0,1,1,1,1,2,6,2,7,5,3,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,63
20014,7003,Boston,,54,3,B,Comm Ave.,EB,BU Br.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,2,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19
20014,7003,Boston,,54,3,B,Comm Ave.,EB,Essex St.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14
20014,7003,Boston,,54,3,B,Comm Ave.,EB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,6,10,5,12,2,6,4,4,7,11,4,10,3,2,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,115
10127,7004,Boston,,54,3,B,Comm Ave.,WB,Brookline Ave.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10127,7004,Boston,,54,3,B,Comm Ave.,WB,Beacon St.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
10127,7004,Boston,,54,3,B,Comm Ave.,WB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10127,7004,Boston,,54,3,B,Comm Ave.,WB,Deerfield St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10127,7004,Boston,,54,3,B,Brookline Ave.,NB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,4,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21
10127,7004,Boston,,54,3,B,Brookline Ave.,NB,Beacon St.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10127,7004,Boston,,54,3,B,Brookline Ave.,NB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8
10127,7004,Boston,,54,3,B,Brookline Ave.,NB,Deerfield St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10127,7004,Boston,,54,3,B,Brookline Ave.,NB,Beacon St.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10127,7004,Boston,,54,3,B,Beacon St.,EB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,3,1,0,0,0,1,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,22
10127,7004,Boston,,54,3,B,Beacon St.,EB,Brookline Ave.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10127,7004,Boston,,54,3,B,Beacon St.,EB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10127,7004,Boston,,54,3,B,Beacon St.,EB,Deerfield St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
10127,7004,Boston,,54,3,B,Beacon St.,EB,Beacon St.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
10127,7004,Boston,,54,3,B,Comm Ave.,EB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,7,5,4,2,11,5,2,6,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,74
10127,7004,Boston,,54,3,B,Comm Ave.,EB,Brookline Ave.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
10127,7004,Boston,,54,3,B,Comm Ave.,EB,Deerfield St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10127,7004,Boston,,54,3,B,Comm Ave.,EB,Beacon St.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
10127,7004,Boston,,54,3,B,Deerfield St.,SB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10127,7004,Boston,,54,3,B,Deerfield St.,SB,Brookline Ave.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
10127,7004,Boston,,54,3,B,Deerfield St.,SB,Beacon St.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10127,7004,Boston,,54,3,B,Deerfield St.,SB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10127,7004,Boston,,54,3,B,Deerfield St.,SB,Beacon St.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10127,7004,Boston,,54,3,B,Beacon St.,WB,Comm Ave.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10127,7004,Boston,,54,3,B,Beacon St.,WB,Brookline Ave,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
10127,7004,Boston,,54,3,B,Beacon St.,WB,Beacon St.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,3,3,7,3,7,3,8,7,15,9,0,0,0,0,0,0,0,0,0,0,0,0,72
10127,7004,Boston,,54,3,B,Beacon St.,WB,Comm Ave.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,6,0,5,5,7,6,6,6,8,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,72
10127,7004,Boston,,54,3,B,Beacon St.,WB,Deerfield St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10528,7005,Boston,illegal,54,3,B,Beacon St.,EB,Beacon St.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,7,5,4,2,2,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43
10528,7005,Boston,illegal,54,3,B,Beacon St.,EB,Charles St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2,1,1,1,1,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
10528,7005,Boston,illegal,54,3,B,Beacon St.,EB,Charles St.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10528,7005,Boston,illegal,54,3,B,Charles St.,SB,Beacon St.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10528,7005,Boston,illegal,54,3,B,Charles St.,SB,Charles St.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
10528,7005,Boston,illegal,54,3,B,Charles St.,SB,Beacon St.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10528,7005,Boston,,54,3,B,Charles St.,NB,Beacon St.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10528,7005,Boston,,54,3,B,Charles St.,NB,Charles St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,0,1,5,5,5,3,6,7,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,57
10528,7005,Boston,,54,3,B,Charles St.,NB,Beacon St.,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15
10528,7005,Boston,illegal,54,3,B,Beacon St.,WB,Charles St.,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10528,7005,Boston,,54,3,B,Beacon St.,WB,Charles St.,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,2,3,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
10528,7005,Boston,,54,3,B,Beacon St.,WB,Beacon St.,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,2,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
10432,7006,Boston,,54,3,B,Huntington Ave,WB,Huntington Ave,WB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,1,0,3,4,1,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,29
10432,7006,Boston,,54,3,B,Huntington Ave,WB,Mass Ave,SB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10432,7006,Boston,,54,3,B,Huntington Ave,WB,Mass Ave,NB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
10432,7006,Boston,,54,3,B,Mass Ave,NB,Huntington Ave,EB,10/9/1975,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
